match,match_string,match_number,team,opponent,system,player,number,position,total_distance,zone_1,zone_2,zone_3,zone_4,zone_5,high_speed_runs,sprints,top_speed,possession_build_width,possession_build_height,possession_build_distance,possession_progression_width,possession_progression_height,possession_progression_distance,possession_third_width,possession_third_height,possession_third_distance,defensive_high_width,defensive_high_height,defensive_high_distance,defensive_mid_width,defensive_mid_height,defensive_mid_distance,defensive_low_width,defensive_low_height,defensive_low_distance
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,ALVAREZ Julian,9,FW,12793.8,4589.1,4974.2,1742.5,944.2,543.7,158,75,33.6,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Argentina 2 - 1 Australia,Argentina_Australia,50,Argentina,Australia,433,DE PAUL Rodrigo,7,CM,11710.7,3909,4876.3,1838.6,838.5,249.4,152,61,32.4,55,40,19,58,31,41,45,36,52,41,38,46,42,30,40,36,28,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,DE PAUL Rodrigo,7,CM,12309.6,4768.7,4598.9,1666.7,907.2,368.1,153,68,31.7,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Poland 0 - 2 Argentina,Argentina_Poland,39,Argentina,Poland,433,DE PAUL Rodrigo,7,CM,10785.9,4091.1,4444.9,1351.5,607.2,290.1,120,52,31.3,53,36,25,52,33,43,48,34,51,38,36,42,38,31,35,38,30,24
Argentina 2 - 1 Australia,Argentina_Australia,50,Argentina,Australia,433,FERNANDEZ Enzo,24,CM,11524.6,3236.1,6535.6,1230.8,466.7,55.3,114,38,29.7,55,40,19,58,31,41,45,36,52,41,38,46,42,30,40,36,28,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,FERNANDEZ Enzo,24,CM,15055.1,4904.9,7060.8,2009.9,791.9,287.6,183,61,33.5,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,MAC ALLISTER Alexis,20,CM,13599.7,5192.4,6064.1,1379,663.7,299.2,125,57,32.7,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Argentina 2 - 1 Australia,Argentina_Australia,50,Argentina,Australia,433,MESSI Lionel,10,FW,8599,4752.7,2393.1,858.2,513.4,81.7,83,33,28.8,55,40,19,58,31,41,45,36,52,41,38,46,42,30,40,36,28,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,MESSI Lionel,10,WG,12109.4,7127.6,2786.4,1305.4,749.6,140.5,116,60,28.7,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Poland 0 - 2 Argentina,Argentina_Poland,39,Argentina,Poland,433,MESSI Lionel,10,FW,8264.4,4735.5,2165.3,748.8,533.9,81,66,32,28.5,53,36,25,52,33,43,48,34,51,38,36,42,38,31,35,38,30,24
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,MOLINA Nahuel,26,FB,10411.8,3895.1,4064.8,1505.6,754.9,192.6,131,58,30.7,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Poland 0 - 2 Argentina,Argentina_Poland,39,Argentina,Poland,433,MOLINA Nahuel,26,FB,10737.6,3974,4171.6,1403.4,773.1,415.5,119,57,33.3,53,36,25,52,33,43,48,34,51,38,36,42,38,31,35,38,30,24
Argentina 2 - 1 Australia,Argentina_Australia,50,Argentina,Australia,433,OTAMENDI Nicolas,19,CD,9656.4,3626,4460.3,1166.5,332.2,72.4,109,30,28.7,55,40,19,58,31,41,45,36,52,41,38,46,42,30,40,36,28,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,OTAMENDI Nicolas,19,CD,12901.7,5223.9,5903.8,1207.6,403.8,162.6,119,37,28.9,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Poland 0 - 2 Argentina,Argentina_Poland,39,Argentina,Poland,433,OTAMENDI Nicolas,19,CD,9353.9,3678,4130.7,956.9,496.7,92.6,93,29,31.1,53,36,25,52,33,43,48,34,51,38,36,42,38,31,35,38,30,24
Argentina 2 - 1 Australia,Argentina_Australia,50,Argentina,Australia,433,ROMERO Cristian,13,CD,9673.3,4344.3,4022.1,792.2,473,42.6,80,38,29.7,55,40,19,58,31,41,45,36,52,41,38,46,42,30,40,36,28,17
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,ROMERO Cristian,13,CD,11973.7,6152.1,4292.6,956.7,374.8,197.6,93,39,32.2,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Poland 0 - 2 Argentina,Argentina_Poland,39,Argentina,Poland,433,ROMERO Cristian,13,CD,8854.2,4668.8,3261.9,573.8,289.5,60.2,53,23,30.6,53,36,25,52,33,43,48,34,51,38,36,42,38,31,35,38,30,24
Argentina 3 - 3 France,Argentina_France,64,Argentina,France,433,TAGLIAFICO Nicolas,3,FB,13267.3,5306.9,4984.5,1945,830.5,200.3,169,73,30.2,54,38,19,55,33,38,41,39,52,40,36,45,40,28,33,35,23,17
Argentina 2 - 1 Australia,Australia_Argentina,50,Australia,Argentina,442,BEHICH Aziz,16,FB,10520.9,3637.1,4872.2,1204.6,576.5,231.5,106,42,32,57,42,17,57,36,34,44,37,54,42,35,49,39,22,37,34,22,19
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,BEHICH Aziz,16,FB,10544.2,3924.5,4395.9,1377.1,538.8,307.9,129,46,31.3,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Tunisia 0 - 1 Australia,Australia_Tunisia,21,Australia,Tunisia,442,BEHICH Aziz,16,FB,10344.1,3904.9,4497.6,1246.5,432.4,261.7,123,33,31.9,49,39,20,55,35,40,42,39,50,37,36,46,38,26,36,34,21,18
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,DEGENEK Milos,2,FB,10902.4,4099.3,4810.1,1270.1,487.3,236.6,124,44,31,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Argentina 2 - 1 Australia,Australia_Argentina,50,Australia,Argentina,442,IRVINE Jackson,22,FW,12977.7,3481.9,6038.5,2435.9,882.5,138.9,198,66,30.1,57,42,17,57,36,34,44,37,54,42,35,49,39,22,37,34,22,19
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,IRVINE Jackson,22,CM,12653,3870.6,5214.3,2391.4,988.2,189.8,198,70,31,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Tunisia 0 - 1 Australia,Australia_Tunisia,21,Australia,Tunisia,442,IRVINE Jackson,22,CM,11941.9,3737.8,5292.6,2068.3,726.1,117,174,54,31.5,49,39,20,55,35,40,42,39,50,37,36,46,38,26,36,34,21,18
Argentina 2 - 1 Australia,Australia_Argentina,50,Australia,Argentina,442,MOOY Aaron,13,CM,11999.9,3205.2,6587.9,1635.6,396,176.4,143,31,30.1,57,42,17,57,36,34,44,37,54,42,35,49,39,22,37,34,22,19
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,MOOY Aaron,13,CM,11969.7,3532.2,5986,1763.1,567.4,122.1,137,36,28.8,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Tunisia 0 - 1 Australia,Australia_Tunisia,21,Australia,Tunisia,442,MOOY Aaron,13,CM,11995.6,3668.3,5576.8,2035.7,586.6,128.4,154,47,31.3,49,39,20,55,35,40,42,39,50,37,36,46,38,26,36,34,21,18
Argentina 2 - 1 Australia,Australia_Argentina,50,Australia,Argentina,442,ROWLES Kye,4,CD,10720.8,3216.3,5416.2,1369.1,484.6,234.8,122,39,31.8,57,42,17,57,36,34,44,37,54,42,35,49,39,22,37,34,22,19
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,ROWLES Kye,4,CD,10355.7,3441.2,4967.6,1318.3,542.6,86,117,41,30.5,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Tunisia 0 - 1 Australia,Australia_Tunisia,21,Australia,Tunisia,442,ROWLES Kye,4,CD,10735.7,3575,5041.5,1262.5,643.1,213.6,116,47,31,49,39,20,55,35,40,42,39,50,37,36,46,38,26,36,34,21,18
Argentina 2 - 1 Australia,Australia_Argentina,50,Australia,Argentina,442,SOUTTAR Harry,19,CD,9861.2,3461.3,5011.5,948.6,358,82.8,86,30,29.7,57,42,17,57,36,34,44,37,54,42,35,49,39,22,37,34,22,19
Australia 1 - 0 Denmark,Australia_Denmark,37,Australia,Denmark,442,SOUTTAR Harry,19,CD,9420.8,3759.9,4278,948.7,282.6,151.7,97,31,30.2,47,38,19,53,36,37,40,38,50,40,37,48,40,25,37,37,22,19
Tunisia 0 - 1 Australia,Australia_Tunisia,21,Australia,Tunisia,442,SOUTTAR Harry,19,CD,9731.4,3811.8,4227.3,1105.5,472.9,114.8,97,37,33.7,49,39,20,55,35,40,42,39,50,37,36,46,38,26,36,34,21,18
Croatia 0 - 0 Belgium,Belgium_Croatia,41,Belgium,Croatia,4231,ALDERWEIRELD Toby,2,CD,10241.3,3885.6,4650.6,1189,496.7,19.5,111,36,29,57,38,20,57,32,42,44,35,55,40,40,49,38,28,37,31,32,14
Belgium 0 - 2 Morocco,Belgium_Morocco,26,Belgium,Morocco,4231,ALDERWEIRELD Toby,2,CD,9328.3,4001.9,4069,914.2,229.5,113.8,81,22,29.4,55,39,21,58,33,40,42,35,55,41,38,49,41,29,38,36,32,16
Croatia 0 - 0 Belgium,Belgium_Croatia,41,Belgium,Croatia,4231,CASTAGNE Timothy,21,FB,11877.4,3467,5741.5,1679.5,799.4,191.2,155,67,33.7,57,38,20,57,32,42,44,35,55,40,40,49,38,28,37,31,32,14
Belgium 0 - 2 Morocco,Belgium_Morocco,26,Belgium,Morocco,4231,CASTAGNE Timothy,21,FB,10913.9,3812.2,4599.1,1510.5,827.3,164.8,139,67,30.6,55,39,21,58,33,40,42,35,55,41,38,49,41,29,38,36,32,16
Croatia 0 - 0 Belgium,Belgium_Croatia,41,Belgium,Croatia,4231,DE BRUYNE Kevin,7,WG,11898.9,4174.1,4854.7,1857.4,727,286.8,151,53,31.9,57,38,20,57,32,42,44,35,55,40,40,49,38,28,37,31,32,14
Belgium 0 - 2 Morocco,Belgium_Morocco,26,Belgium,Morocco,4231,DE BRUYNE Kevin,7,WG,10146,4279.6,4004.6,1204.3,473.8,183.6,104,37,30.6,55,39,21,58,33,40,42,35,55,41,38,49,41,29,38,36,32,16
Croatia 0 - 0 Belgium,Belgium_Croatia,41,Belgium,Croatia,4231,VERTONGHEN Jan,5,CD,9528.5,4306.9,3659.9,1045.3,402.1,114.3,84,29,28.7,57,38,20,57,32,42,44,35,55,40,40,49,38,28,37,31,32,14
Belgium 0 - 2 Morocco,Belgium_Morocco,26,Belgium,Morocco,4231,VERTONGHEN Jan,5,CD,8398.8,4206.1,2958.1,853.3,274.6,106.7,63,24,28.1,55,39,21,58,33,40,42,35,55,41,38,49,41,29,38,36,32,16
Croatia 0 - 0 Belgium,Belgium_Croatia,41,Belgium,Croatia,4231,WITSEL Axel,6,CM,12041.6,3093.5,5853.4,2278.3,744.2,71,178,44,27.3,57,38,20,57,32,42,44,35,55,40,40,49,38,28,37,31,32,14
Belgium 0 - 2 Morocco,Belgium_Morocco,26,Belgium,Morocco,4231,WITSEL Axel,6,CM,10309.3,3167,5068.1,1527.8,444.3,102.1,129,34,29.1,55,39,21,58,33,40,42,35,55,41,38,49,41,29,38,36,32,16
Brazil 2 - 0 Serbia,Brazil_Serbia,16,Brazil,Serbia,4231,ALEX SANDRO,6,FB,10357.2,3236.6,5028.4,1267.7,613.1,211.3,113,49,32.6,56,42,17,55,33,44,42,35,54,41,35,49,42,27,38,39,23,19
Cameroon 1 - 0 Brazil,Brazil_Cameroon,48,Brazil,Cameroon,4231,BREMER,24,CD,10175.2,3761.8,4838.3,1118.3,340.9,116,98,29,32.3,57,40,19,55,33,39,41,35,55,39,38,47,38,30,39,36,25,18
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,CASEMIRO,5,CM,11563.9,3284.2,6335.9,1528.7,387.4,27.8,118,29,28.1,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 2 - 0 Serbia,Brazil_Serbia,16,Brazil,Serbia,4231,CASEMIRO,5,CM,11315.2,3325.5,5783.2,1730.1,406.2,71.3,135,33,28.5,56,42,17,55,33,44,42,35,54,41,35,49,42,27,38,39,23,19
Cameroon 1 - 0 Brazil,Brazil_Cameroon,48,Brazil,Cameroon,4231,DANI ALVES,13,FB,10842.8,3457.8,5509.2,1230.7,576.8,69.4,122,43,28.5,57,40,19,55,33,39,41,35,55,39,38,47,38,30,39,36,25,18
Brazil 2 - 0 Serbia,Brazil_Serbia,16,Brazil,Serbia,4231,DANILO,2,FB,9854.8,3484.7,3723.1,1476.3,708.6,461.2,132,54,34.6,56,42,17,55,33,44,42,35,54,41,35,49,42,27,38,39,23,19
Cameroon 1 - 0 Brazil,Brazil_Cameroon,48,Brazil,Cameroon,4231,EDER MILITAO,14,CD,9795.7,3989.8,4038.8,1148.1,388.9,230.2,101,36,32.7,57,40,19,55,33,39,41,35,55,39,38,47,38,30,39,36,25,18
Cameroon 1 - 0 Brazil,Brazil_Cameroon,48,Brazil,Cameroon,4231,FABINHO,15,CM,10653.1,3934.2,4625.6,1568.1,414.4,110.8,129,39,31.3,57,40,19,55,33,39,41,35,55,39,38,47,38,30,39,36,25,18
Cameroon 1 - 0 Brazil,Brazil_Cameroon,48,Brazil,Cameroon,4231,GABRIEL MARTINELLI,26,WG,10442.4,3989,3911.7,1352.3,792.6,396.8,120,70,34.9,57,40,19,55,33,39,41,35,55,39,38,47,38,30,39,36,25,18
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,LUCAS PAQUETA,7,CM,11080.2,3745.1,4998.3,1537.9,652.6,145.1,137,51,29.8,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,MARQUINHOS,4,CD,9619.7,3805.6,4104.7,1068.8,500.2,140.4,94,37,31.6,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 2 - 0 Serbia,Brazil_Serbia,16,Brazil,Serbia,4231,MARQUINHOS,4,CD,9938,3442.5,4621.2,1216.4,548.6,109.3,114,43,27.2,56,42,17,55,33,44,42,35,54,41,35,49,42,27,38,39,23,19
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,RAPHINHA,11,WG,10709.3,3913.2,3881.1,1545.4,899.6,470.1,150,70,32.4,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,RICHARLISON,9,FW,11150,3608.2,4476.7,1770.6,889.8,404.7,153,68,32.7,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 4 - 1 Korea Republic,Brazil_Korea Republic,54,Brazil,Korea Republic,4231,THIAGO SILVA,3,CD,8379.2,4118.4,2946.1,922.5,300,92.2,78,27,30.8,54,41,17,57,33,39,42,38,53,38,37,50,40,26,38,37,25,18
Brazil 2 - 0 Serbia,Brazil_Serbia,16,Brazil,Serbia,4231,THIAGO SILVA,3,CD,8403.5,3986.6,3050.5,921,310.9,133.6,90,28,30.5,56,42,17,55,33,44,42,35,54,41,35,49,42,27,38,39,23,19
Cameroon 3 - 3 Serbia,Cameroon_Serbia,29,Cameroon,Serbia,433,CASTELLETTO Jean-Charles,21,CD,9468.8,3793.2,4045.1,1052.9,416.6,160,99,38,29.8,49,40,19,53,36,40,44,40,49,42,38,45,41,30,34,39,29,17
Switzerland 1 - 0 Cameroon,Cameroon_Switzerland,13,Cameroon,Switzerland,433,CASTELLETTO Jean-Charles,21,CD,9687.7,3864.4,4021.4,1041.4,573.5,187,103,41,31.9,55,39,21,56,35,39,46,38,51,40,39,47,39,29,35,37,27,19
Cameroon 3 - 3 Serbia,Cameroon_Serbia,29,Cameroon,Serbia,433,CHOUPO-MOTING Eric Maxim,13,FW,9560.1,4520,3268.6,1041.1,463.7,266.7,86,37,33.3,49,40,19,53,36,40,44,40,49,42,38,45,41,30,34,39,29,17
Cameroon 3 - 3 Serbia,Cameroon_Serbia,29,Cameroon,Serbia,433,FAI Collins,19,FB,9998.9,3987.6,3841.6,1292.9,646.9,231,112,53,33.5,49,40,19,53,36,40,44,40,49,42,38,45,41,30,34,39,29,17
Cameroon 3 - 3 Serbia,Cameroon_Serbia,29,Cameroon,Serbia,433,NKOULOU Nicolas,3,CD,10398.1,3653.9,4894.4,1196.8,558.4,93.6,121,44,29.8,49,40,19,53,36,40,44,40,49,42,38,45,41,30,34,39,29,17
Switzerland 1 - 0 Cameroon,Cameroon_Switzerland,13,Cameroon,Switzerland,433,NKOULOU Nicolas,3,CD,9815.5,3679.8,4350.2,1245.6,456.4,82.5,118,38,30.3,55,39,21,56,35,39,46,38,51,40,39,47,39,29,35,37,27,19
Switzerland 1 - 0 Cameroon,Cameroon_Switzerland,13,Cameroon,Switzerland,433,OUM GOUET Samuel,14,CM,10462.7,3674.5,4565.9,1632.2,468.7,120.3,137,31,29.2,55,39,21,56,35,39,46,38,51,40,39,47,39,29,35,37,27,19
Cameroon 3 - 3 Serbia,Cameroon_Serbia,29,Cameroon,Serbia,433,TOLO Nouhou,25,FB,10688.8,3996.5,4215.6,1299.8,802.7,374.1,121,61,33.3,49,40,19,53,36,40,44,40,49,42,38,45,41,30,34,39,29,17
Switzerland 1 - 0 Cameroon,Cameroon_Switzerland,13,Cameroon,Switzerland,433,TOLO Nouhou,25,FB,9991.3,3916.6,3801.7,1208,719.4,345.7,112,60,34.4,55,39,21,56,35,39,46,38,51,40,39,47,39,29,35,37,27,19
Switzerland 1 - 0 Cameroon,Cameroon_Switzerland,13,Cameroon,Switzerland,433,ZAMBO ANGUISSA Andre-Frank,8,CM,11552.9,4005.4,4542.6,2218.2,561.5,225.3,170,46,30.6,55,39,21,56,35,39,46,38,51,40,39,47,39,29,35,37,27,19
Croatia 4 - 1 Canada,Canada_Croatia,27,Canada,Croatia,442,BUCHANAN Tajon,11,WG,12129.8,3600.1,5509.3,1808.5,900,311.7,138,66,33.8,52,38,19,52,33,42,43,35,54,41,35,47,41,28,39,33,25,14
Canada 1 - 2 Morocco,Canada_Morocco,42,Canada,Morocco,442,BUCHANAN Tajon,11,WG,11029.5,3600,4834.2,1382,747.8,466.5,127,57,35,54,39,23,56,32,42,48,35,54,43,37,48,44,31,40,35,28,15
Croatia 4 - 1 Canada,Canada_Croatia,27,Canada,Croatia,442,DAVIES Alphonso,19,WG,10789.9,3923.2,4273.9,1336.9,649.6,605.3,111,57,35.6,52,38,19,52,33,42,43,35,54,41,35,47,41,28,39,33,25,14
Canada 1 - 2 Morocco,Canada_Morocco,42,Canada,Morocco,442,DAVIES Alphonso,19,WG,10020.4,3790.7,3991.1,1161.4,607.2,470,114,60,34.9,54,39,23,56,32,42,48,35,54,43,37,48,44,31,40,35,28,15
Croatia 4 - 1 Canada,Canada_Croatia,27,Canada,Croatia,442,JOHNSTON Alistair,2,FB,11333.1,3761.4,4705.5,1809.9,681.1,376.3,161,59,34.5,52,38,19,52,33,42,43,35,54,41,35,47,41,28,39,33,25,14
Canada 1 - 2 Morocco,Canada_Morocco,42,Canada,Morocco,442,JOHNSTON Alistair,2,FB,10328.9,3634.7,4319.5,1514.2,683.8,177.7,132,51,31.8,54,39,23,56,32,42,48,35,54,43,37,48,44,31,40,35,28,15
Croatia 4 - 1 Canada,Canada_Croatia,27,Canada,Croatia,442,MILLER Kamal,4,CD,9933.2,3734.9,4283.2,1266.5,490.7,156.9,112,32,31.9,52,38,19,52,33,42,43,35,54,41,35,47,41,28,39,33,25,14
Canada 1 - 2 Morocco,Canada_Morocco,42,Canada,Morocco,442,MILLER Kamal,4,CD,9270.3,3857.4,3875,1003,422.7,113.1,93,28,30.7,54,39,23,56,32,42,48,35,54,43,37,48,44,31,40,35,28,15
Croatia 4 - 1 Canada,Canada_Croatia,27,Canada,Croatia,442,VITORIA Steven,5,CD,10039.4,3480.7,4635.2,1334.2,502,88.3,125,36,29.1,52,38,19,52,33,42,43,35,54,41,35,47,41,28,39,33,25,14
Canada 1 - 2 Morocco,Canada_Morocco,42,Canada,Morocco,442,VITORIA Steven,5,CD,8624.7,3713.8,3435.2,1057.4,353.6,63.8,93,31,32.5,54,39,23,56,32,42,48,35,54,43,37,48,44,31,40,35,28,15
Spain 7 - 0 Costa Rica,Costa Rica_Spain,10,Costa Rica,Spain,442,CALVO Francisco,15,CD,10535.6,3988.8,4804.2,1095.7,548.9,99,98,41,29.3,52,38,18,50,31,38,48,35,53,45,37,48,44,25,37,38,24,21
Spain 7 - 0 Costa Rica,Costa Rica_Spain,10,Costa Rica,Spain,442,CAMPBELL Joel,12,FW,9945.3,3991.1,4130.3,1478.9,335.2,9.9,127,26,26.3,52,38,18,50,31,38,48,35,53,45,37,48,44,25,37,38,24,21
Spain 7 - 0 Costa Rica,Costa Rica_Spain,10,Costa Rica,Spain,442,DUARTE Oscar,6,CD,11256.7,3499.7,5703.8,1535.4,462.6,55.2,140,26,28.5,52,38,18,50,31,38,48,35,53,45,37,48,44,25,37,38,24,21
Spain 7 - 0 Costa Rica,Costa Rica_Spain,10,Costa Rica,Spain,442,FULLER Keysher,4,WG,10255.6,3957.6,3819.2,1417.3,698.4,363,135,57,32.1,52,38,18,50,31,38,48,35,53,45,37,48,44,25,37,38,24,21
Spain 7 - 0 Costa Rica,Costa Rica_Spain,10,Costa Rica,Spain,442,TEJEDA Yeltsin,17,CM,12544.1,3419.5,6565.6,2023.4,498,36.4,177,33,26.6,52,38,18,50,31,38,48,35,53,45,37,48,44,25,37,38,24,21
Croatia 0 - 0 Belgium,Croatia_Belgium,41,Croatia,Belgium,433,BROZOVIC Marcelo,NA,MC,13442.3,2634.7,7522.3,2601.1,684.2,0,175,36,27.9,52,41,15,55,33,38,45,38,52,42,35,50,41,24,38,37,23,19
Croatia 4 - 1 Canada,Croatia_Canada,27,Croatia,Canada,433,BROZOVIC Marcelo,11,CM,13740,2962.4,6456.4,3212.4,1015.4,93.4,222,59,29.2,53,39,21,54,33,42,42,36,55,41,36,49,42,27,38,34,25,17
Morocco 0 - 0 Croatia,Croatia_Morocco,12,Croatia,Morocco,433,BROZOVIC Marcelo,11,CM,12440.5,2847.6,6618.3,2234.3,618.3,121.9,178,45,31.5,55,38,22,58,31,40,45,36,54,41,39,49,41,28,36,35,26,17
Croatia 0 - 0 Belgium,Croatia_Belgium,41,Croatia,Belgium,433,GVARDIOL Josko,20,CD,10921.6,3819.3,4791.3,1643.7,463.1,204.2,122,35,30.5,52,41,15,55,33,38,45,38,52,42,35,50,41,24,38,37,23,19
Croatia 4 - 1 Canada,Croatia_Canada,27,Croatia,Canada,433,GVARDIOL Josko,20,CD,11200.8,3846.4,5078.4,1295.9,710.1,269.9,126,54,33,53,39,21,54,33,42,42,36,55,41,36,49,42,27,38,34,25,17
Morocco 0 - 0 Croatia,Croatia_Morocco,12,Croatia,Morocco,433,GVARDIOL Josko,20,CD,9625.9,3751.2,4337.4,957.8,436.1,144.4,90,40,32.9,55,38,22,58,31,40,45,36,54,41,39,49,41,28,36,35,26,17
Croatia 0 - 0 Belgium,Croatia_Belgium,41,Croatia,Belgium,433,JURANOVIC Josip,22,FB,10327.9,4117.7,4145.6,997.7,709.5,357.3,100,60,34.5,52,41,15,55,33,38,45,38,52,42,35,50,41,24,38,37,23,19
